country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,Wine Year
US,"Irresistably delicious and reminiscent of cru Burgundy, this laser-focused effort features bright Meyer lemon, tangerine and peach flavors, with plenty of juicy acidity. It grows deeper and richer as it breathes‰ÛÓand seems to disappear way too quickly once opened.",Old Stones,94,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,BergstrÌ_m 2015 Old Stones Chardonnay (Willamette Valley),Chardonnay,BergstrÌ_m,2015
US,"This winery is earning a place among Oregon's best with its top tier wines, like this one. Complex and loaded with bee pollen, crisp apple, lime zest, seabreeze and toasted cracker notes, it leaves you breathless the longer it breathes.",Elusive Queen,94,85,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),Chardonnay,Big Table Farm,2015
US,"As characterful as the dry version but with lower alcohol and a slight hint of sweetness, this boasts powerful tangerine, quince and Meyer lemon fruit. Its electric acidity keeps it vivid and beautifully balanced. Delicious now, it's also cellar-worthy.",Ribbon Ridge Estate,94,32,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Trisaetum 2016 Ribbon Ridge Estate Riesling (Ribbon Ridge),Riesling,Trisaetum,2016
US,"More tart than sweet, this delicious wine is packed with lemon drop, candied pineapple and tangerine fruit. The acidity is in perfect proportion with the slightly sweet palate, giving it a vivid mouthfeel that extends into the finish and offers versatility for food pairing.",Wichmann Dundee Estate,94,32,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Trisaetum 2016 Wichmann Dundee Estate Riesling (Dundee Hills),Riesling,Trisaetum,2016
US,"Lighter in color, this wine is aromatic and expressive, with notes of fire pit, blood, black olive tapenade, sea salt, black pepper, cured meat, nori, crushed flowers and umami. The palate brings soft, lithe, focused notes of earth and savory flavors that shimmer on the salty finish. It's all about delicacy but the aroma and flavor expression is compelling. Give it some time in the cellar or decant.",The Tribe Vineyard,94,120,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Horsepower 2014 The Tribe Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Horsepower,2014
US,"From dry-farmed 40-year-old vines perched along the Rutherford Bench, this impressive offering is sanguine and elegantly balanced, a showcase of cranberry, raspberry and milk chocolate. Refined acidity contributes to an overall lightness, with dried herb and dust lingering on the finish.",Perspective Estate,94,38,California,Rutherford,Napa,Virginie Boone,@vboone,Tres Sabores 2014 Perspective Estate Zinfandel (Rutherford),Zinfandel,Tres Sabores,2014
US,"Smoky, with bursts of sage and celery root, this is a wine that is unabashedly earthy, spicy, bold and juicy at its core. Light-bodied and delicate, the palate shows beautiful floral undertones. This is a complex and beguiling bottling that should hold well for years to come.",Terra De Promissio Vineyard,94,58,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Williams Selyem 2015 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem,2015
US,"The aromas of this wine leap from the glass, with notes of orange peel, potpourri, smoked meat, spice, fresh herb, stem, ash and plum. It's expressive, but still wound up. The flavors are focused, concentrated and savory, bringing a sense of intensity and richness but also lightness. The balance is exquisite.",Cailloux Vineyard,94,85,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Cayuse 2014 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse,2014
US,"From a three-acre spot known to get a hearty dose of fog, this wine speaks to cool-climate character, unveiling crisp floral layers of dried sage and white pepper from the get-go. Those aspects are joined by rose, lavender and cranberry-rhubarb on the palate, finishing with subtle offerings of mushroom and forest floor.",Emmaline Ann Vineyard,94,75,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cobb 2014 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb,2014
US,"From vines planted in 1976, this aromatic wine shows the depth that old vines can bring. Strawberry, cola, butter (from 14 months in 50% new French oak), wild cherry and more come into focus, and although delicate, they last and last on the palate. The finish is spectacular.",Old Vines,94,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Dion 2014 Old Vines Pinot Noir (Chehalem Mountains),Pinot Noir,Dion,2014
US,"This reserve-level wine from the Roserock vineyard, Domaine Drouhin's recent Eola-Amity Hills planting, is compelling. Dense and fragrant, it boasts a beguiling mix of rose, cocoa powder and Asian spice, like a magic carpet ride of flavor. A finishing note of chocolate-covered orange peel is the piÌ¬ce de rÌ©sistance.",ZÌ©phirine,94,60,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Drouhin Oregon Roserock 2014 ZÌ©phirine Pinot Noir (Eola-Amity Hills),Pinot Noir,Drouhin Oregon Roserock,2014
US,"This super-smooth late harvest effort is perfectly balanced among sugar/alcohol/acid components. Lively and rich, it offers concentrated flavors of limoncello, apricot and candied peaches. Drink it chilled for best effect.",StevensSweets Late Harvest,90,15,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwineåÊ,Stevens 2012 StevensSweets Late Harvest Viognier (Yakima Valley),Viognier,Stevens,2012
US,"With the scent of watermelon chapstick leading the way, this is a fruit-forward wine you want to kiss. Other aromas on the sweet-and-spicy nose include stewed plums and a dill-led herbal element. The flavors of red fruits and brown spice make for a completely delicious experience.",Caverio,90,40,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Sextant 2011 Caverio G-S-M (Paso Robles),G-S-M,Sextant,2011
US,"There's a ying-yang of rich crÌ¬me brÌÈlÌ©e, lemon curd and toasted oak amid good acidity and fresh apple and pear fruit, with inviting aromas to boot. Creamy and crisp it'll serve well aside all manner of seafood, like fresh-caught trout.",Charles Heintz Vineyard,90,45,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Landmark 2012 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Chardonnay,Landmark,2012
US,"Boushey and Red Willow are the vineyards that contribute to this 100% varietal Cabernet Franc. There's excellent concentration to the brambly, bright, blackberry fruit, and some sharp acidity to underscore it. It's pure varietal and should continue to improve 2019‰ÛÒ2021.",Outcast,90,35,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwineåÊ,Barrage Cellars 2010 Outcast Cabernet Franc (Yakima Valley),Cabernet Franc,Barrage Cellars,2010
US,"Fresh, gushing fruit flavors such as raspberry, red cherry and boysenberry fill out this expressive and well-balanced wine. It is sweetly fruity in aroma, full-flavored, full-bodied, firm and dry in texture but not heavy. It craves ribs or wood-fired pizza.",California Series,90,20,California,Yolo County,Central Valley,Jim Gordon,@gordone_cellars,Berryessa Gap 2011 California Series Zinfandel (Yolo County),Zinfandel,Berryessa Gap,2011
US,"Distinct crushed lava rock aromas meet with dust, cinnamon, cola and Dr Pepper on this blend of 28% Syrah, 22% Grenache, 17% Cinsault, 17% MourvÌ¬dre and 16% Carignane. Light red fruits of cranberry and slight strawberry show on the palate that dives into serious tannins quickly.",Le Cigare Volant,90,38,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Bonny Doon 2010 Le Cigare Volant Red (Central Coast),RhÌ«ne-style Red Blend,Bonny Doon,2010
US,"Coming from the warm 2013 vintage, this is an aromatic offering, with notes of pineapple, kiwi, herbs and oak spices (40% barrel fermented). It's creamy in feel, but with tart, vibrant acidity that keeps the palate fresh and lively.",Horse Heaven Vineyard,90,15,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2013 Horse Heaven Vineyard Sauvignon Blanc (Horse Heaven Hills),Sauvignon Blanc,Chateau Ste. Michelle,2013
US,"Rich cherry and spicy black pepper introduce the nose to this wine from the Adelaida district. The flavors explore the more nuanced, not overly jammy side of the grape, with tart acidity and a good tannic backbone ensuring a long life. Decent now, but better to drink 2018‰ÛÒ2022.",Reserve,90,56,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Daou 2012 Reserve Zinfandel (Paso Robles),Zinfandel,Daou,2012
US,"Red apple, spice and honey aromas lead to medium-sweet fruit flavors. It brings some appeal but the concentration doesn't seem all there.",Dessert Wine Estate Wilridge Vineyard,84,40,Washington,Naches Heights,Columbia Valley,Sean P. Sullivan,@wawinereport,Wilridge 2014 Dessert Wine Estate Wilridge Vineyard Pinot Gris (Naches Heights),Pinot Gris,Wilridge,2014
US,"This wine is an unusual blend of Touriga (38%), Tinto CÌ£o (20%), Tempranillo (18%), Petit Verdot (15%) and SouzÌ£o. Alcohol aromas show prominently along with dark fruit. The fruit flavors seem dried out, juxtaposed by the sweetness of the wine, with the tannins having a real sense of grip.",Vintage Estate Dessert Wine Wilridge Vineyard,84,20,Washington,Naches Heights,Columbia Valley,Sean P. Sullivan,@wawinereport,Wilridge 2014 Vintage Estate Dessert Wine Wilridge Vineyard Red (Naches Heights),Red Blend,Wilridge,2014
US,"This wine is tightly wound and thickly colored. Full bodied in style, it shows plenty of oak influence, aged in entirely French oak for 16 months, 42% of it new. Cranberry and sour cherry dominate in terms of fruit, with an underlying agenda of clove and tea.",Estate Grown,84,38,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Belden Barns 2013 Estate Grown Pinot Noir (Sonoma Mountain),Pinot Noir,Belden Barns,2013
US,"This is a challenging mix of substantially puckering tannins and herbaceous notes, dotted in black peppercorns. The fruit is elusive.",You be the judge!,84,65,California,Napa Valley,Napa,Virginie Boone,@vboone,In Re 2011 You be the judge! Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,In Re,2011
US,An uncomplicated combination of red and black berry bramble with an overlay of coconut shavings provides a ripeness of fruit atop sweetened tannins and dull oak in this wine. It's made to be medium bodied and enjoyable now.,Las ViÌ±as del SeÌ±or,84,100,California,Napa Valley,Napa,Virginie Boone,@vboone,Madrigal 2012 Las ViÌ±as del SeÌ±or Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Madrigal,2012
US,"This is spicy and sharp, with high-toned fruit flavors of berry and currant. Acids are strong and provide good focus, with a spicy/peppery note resonating through the finish.",Narcissa Red,87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwineåÊ,Whitman Cellars 2004 Narcissa Red Red (Columbia Valley (WA)),Red Blend,Whitman Cellars,2004
US,"In keeping with the winery's other red wine releases, the Cedarosa matches tart berry fruits to lush barrel flavors of butter and toast. It's approachable and somewhat monolithic.",Cedarosa,86,26,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwineåÊ,Lost River 2005 Cedarosa Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lost River,2005
US,"This wine is very good in a ripe, almost-sweet style. It smells and tastes like blackberry pie, has full fruit flavors and a smooth, rich texture without noticeable tannins.",California Series,87,14,California,California,California Other,Jim Gordon,@gordone_cellars,Cambridge & Sunset 2014 California Series Zinfandel (California),Zinfandel,Cambridge & Sunset,2014
US,"There's a touch (17%) of new oak here, which adds flavors of caramel and vanilla to the rather tart and simple fruit. It falls into the generic yellow/green apple style, with hints of arugula.",ApreciaÌ_Ì£o Estate Vineyard,87,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwineåÊ,Coelho 2014 ApreciaÌ_Ì£o Estate Vineyard Chardonnay (Willamette Valley),Chardonnay,Coelho,2014
US,"Black in color, this heavy concentrated wine is thick in black pepper and clove, with underlying streaks of cedar. Well structured, it unfurls depths of black cherry, currant and vanilla as it develops in the glass, finishing a full bodied as it started.",Reserve,93,52,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,St. Francis 2014 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,St. Francis,2014
US,"This blend works in commingling 58% Cabernet Sauvignon, 17% Merlot, 17% Cabernet Franc and 4% each of Malbec and Petit Verdot, all from the producer's vineyard. Caramel sparks a richness against which herbal, woody tannins speak. The body expansive and full, and the finish awash in spicy clove.",Vermejo Deux Chevaux Vineyard,93,115,California,Yountville,Napa,Virginie Boone,@vboone,Tamber Bey 2014 Vermejo Deux Chevaux Vineyard Red (Yountville),Bordeaux-style Red Blend,Tamber Bey,2014
US,"Dark purple flowers and tart boysenberry paste show on the nose of this intensely concentrated wine, alongside pencil shavings, bay lead and a lot of iron minerality. More bay leaf and pine needle show on the herbally full and texturally grippy palate, giving minty spice to the dark fruit flavors.",Dierberg,93,60,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),Pinot Noir,Tantara,2015
US,"Complex and composed, this vineyard-designate wine is brightly decorated in flavors of grapefruit pith and lemon zest, with zippy acidity. As it develops in the glass, richer elements of peach and apricot flesh out the palate with succulent aplomb.",Dry Stack Vineyard,93,55,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Aesthete 2016 Dry Stack Vineyard Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Aesthete,2016
US,"From the Barton family's estate vineyard, this is a very dark Syrah with aromas of blackberry, balsamic, lavender and thyme flowers. There's a rich blueberry flavor at the core of the palate, where cocoa shavings, tense tannins and a lilac florals combine for a multi-layered wine.",Paradise City,93,60,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Barton 2013 Paradise City Syrah (Paso Robles Willow Creek District),Syrah,Barton,2013
US,"Scott Sampler's experimentation with extra long macerations seem to imbue even more of a sense of place to his wines. In this case, that translates to very purple aromas of grape Jolly Ranchers, violet oil and warm black licorice. An exotic Indian-candy spice shows on the tip of the sip, leading into rich blueberry and fresh purple-flower flavors, with coffee and cocoa on the finish.",Fauve Thompson Vineyard,93,75,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Central Coast Group Project 2013 Fauve Thompson Vineyard Syrah (Santa Barbara County),Syrah,Central Coast Group Project,2013
US,"Lilacs and wisteria combine for a floral and approachable nose in this clonal study, which is also loaded with clove, peppercorn, rosemary and elderberry aromas. It's soft and lush on the palate, with rich plum and black cherry flavors leveled by notes of anise, potpourri, fresh mint and Earl Grey tea.",Pommard Clone,93,58,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2015 Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,2015
US,"After three years en tirage, this well-evolved wine is heady and floral, made to highlight and celebrate diversity. Creamy and lush on the palate, it has a rounded richness of stone fruit. Made predominantly from Pinot Noir, it has an accentuated taste of strawberry shortcake.",Rainbow CuvÌ©e,93,65,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 Rainbow CuvÌ©e Sparkling (Green Valley),Sparkling Blend,Iron Horse,2013
US,"Dark gold in color, a strong note of apple skin gives way to tight acidity on the entry of this wine. As it develops in the glass, it becomes plush and fleshy, imparting complex elements of candied quince and orange blossom.",Rochioli Vineyard,93,49,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Longboard 2015 Rochioli Vineyard Chardonnay (Russian River Valley),Chardonnay,Longboard,2015
US,"Marc Piro continued to hone his craft under Jim Clendenen at Au Bon Climat, and that expertise shows in this bottling, which combines Presqu'ile and Bien Nacido Vineyards to produce a wine that's both zesty in the underripe style yet full of fruit as well. Aromas of wild oregano, thyme, tapenade and red cherry lead into a palate full of tantalizing acidity, with tart Montmorency cherry, tangy tomato and fennel spice.",Points West,93,32,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Piro 2015 Points West Pinot Noir (Santa Maria Valley),Pinot Noir,Piro,2015
US,"This elegant bottling by two service-industry veterans shows tons of potpourri, dried lavender, black raspberry and red plum on the nose. The flavors are quite broad and inviting, with hibiscus and ripe tomato meshing into juniper and clove. It's light in mouthfeel and weight, but well structured.",Reserve,93,55,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Point & Line 2015 Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,Point & Line,2015
US,"Elegant and beautiful aromas of Montmorency cherry, tart orange peel and balsamic fig reduction sauce prove precise and show some mature vine age. Roasted fig flavors meet with salt and pepper seasonings on the palate, which is well structure and full of bright acidity.",La Encantada,93,65,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2015 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,Tantara,2015
US,"Extreme concentration combined with a velvety texture make this inky-dark wine made from Tannat and Dornfelder compelling to taste. The color is black with a thin ruby rim while black cherry, cedar and tobacco fill the aroma and crÌ¬me de cassis meets espresso on the palate. The mouthfeel is polished as very fine-grained tannins blend with a rich viscosity.",Vasthoudend,93,40,California,Monterey,Central Coast,Jim Gordon,@gordone_cellars,White Hart Wine 2014 Vasthoudend Red (Monterey),Red Blend,White Hart Wine,2014
US,"With a fruity exuberance of crisp cranberry and red cherry, this wine delights in touches of nuanced herb and earth. Light bodied and refreshing, it maintains elegant complexity and depth, a lovely example of site and winemaking.",Sexton Hill Vineyard Estate Grown Estate Bottled,92,42,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balletto 2015 Sexton Hill Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,Balletto,2015
